datetime,day_of_month,weekday,month,year,hour_of_day,minute_of_hour,author,body
2019-08-13 17:05:00,13,Tuesday,August,2019,17,5,Carol,"But the baseball world, and there always are – there's always those games"
2019-08-14 02:38:00,14,Wednesday,August,2019,2,38,Waverly,"com/dan_obney/status/549621274525604467 [29/12/2014, 5:52:37 PM] Charloppe: It's white"
2019-08-14 03:25:00,14,Wednesday,August,2019,3,25,Waverly,"Now, let's try to use your character as a vehicle to let the characters know how to be better"
2019-08-14 06:23:00,14,Wednesday,August,2019,6,23,Therese,I think you’d like them
2019-08-14 07:32:00,14,Wednesday,August,2019,7,32,Therese,I don't know how you feel about this
2019-08-14 11:04:00,14,Wednesday,August,2019,11,4,Carol,"What do you do on Sundays? Are you active at work and home with friends? Have you ever read ""The Twilight Zone"
2019-08-14 12:07:00,14,Wednesday,August,2019,12,7,Arizona,I can't wait
2019-08-15 01:14:00,15,Thursday,August,2019,1,14,Waverly,<Media omitted>
2019-08-15 07:13:00,15,Thursday,August,2019,7,13,Bette Porter,<Media omitted>
2019-08-15 12:34:00,15,Thursday,August,2019,12,34,Waverly,Big enough for two
2019-08-15 18:53:00,15,Thursday,August,2019,18,53,Waverly,"""Mmmmmmm"
2019-08-15 19:49:00,15,Thursday,August,2019,19,49,Arizona,R
2019-08-16 07:25:00,16,Friday,August,2019,7,25,Bette Porter,Big enough for two
2019-08-16 08:57:00,16,Friday,August,2019,8,57,Waverly,I was hoping you might like to come live with me but I guess you won’t
2019-08-16 14:30:00,16,Friday,August,2019,14,30,Bette Porter,"Anyway, the apartment’s a nice big one"
2019-08-17 00:14:00,17,Saturday,August,2019,0,14,Bette Porter,They'll try to run me out of the house
2019-08-17 03:45:00,17,Saturday,August,2019,3,45,Waverly,"「Girlfriend? What do you want to talk about?」

「Well, not really"
2019-08-17 06:19:00,17,Saturday,August,2019,6,19,Therese,I'm kind of good at acting
2019-08-17 07:25:00,17,Saturday,August,2019,7,25,Carol,The two returned from lunch and went to lunch with Elsa and Olaf
2019-08-17 12:16:00,17,Saturday,August,2019,12,16,Bette Porter,And then you will get better
2019-08-17 15:02:00,17,Saturday,August,2019,15,2,Waverly,Your fan-feed is great
2019-08-18 00:23:00,18,Sunday,August,2019,0,23,Therese,I've never told anyone that yet
2019-08-18 03:36:00,18,Sunday,August,2019,3,36,Arizona,"""

Whit"
2019-08-18 12:17:00,18,Sunday,August,2019,12,17,Carol,"""

Do you still plan on attending college?

""I just think I wouldn't be able to do that and we probably wouldn't be able to go out with friends"
2019-08-18 19:12:00,18,Sunday,August,2019,19,12,Therese,"What do you do on Sundays?

Yes, I read weekly, and then work out and play when I'm tired"
2019-08-19 06:12:00,19,Monday,August,2019,6,12,Arizona,"Let me take you to lunch, it’s the least I can do"
2019-08-19 14:09:00,19,Monday,August,2019,14,9,Carol,<Media omitted>
2019-08-20 06:15:00,20,Tuesday,August,2019,6,15,Therese,"And this comes in his wake, he tells me"
2019-08-20 19:47:00,20,Tuesday,August,2019,19,47,Arizona,"And I thought, perhaps, you might like to come with me"
2019-08-20 23:25:00,20,Tuesday,August,2019,23,25,Waverly,"If the post does have a link (and if they are free) for him to see what you created on there, make sure it goes back to where you came from"
2019-08-21 04:14:00,21,Wednesday,August,2019,4,14,Arizona,<Media omitted>
2019-08-21 06:51:00,21,Wednesday,August,2019,6,51,Bette Porter,You will have a family
2019-08-21 09:40:00,21,Wednesday,August,2019,9,40,Bette Porter,I could tell you things that are out of your control because of you
2019-08-21 14:05:00,21,Wednesday,August,2019,14,5,Waverly,There were many of you who came to New Zealand for England Community English in 2004
2019-08-22 00:24:00,22,Thursday,August,2019,0,24,Bette Porter,"5 ★ ★ ★ ★ ★

Play at a high level"
2019-08-22 01:14:00,22,Thursday,August,2019,1,14,Carol,A new front mirror: The first step to putting on a new front mirror is getting the new mirror into the home
2019-08-22 01:43:00,22,Thursday,August,2019,1,43,Therese,<Media omitted>
2019-08-22 14:19:00,22,Thursday,August,2019,14,19,Carol,"And it was, on one level, you know, it was an amazing group of people that wanted to work"
2019-08-22 14:45:00,22,Thursday,August,2019,14,45,Carol,West
2019-08-22 15:46:00,22,Thursday,August,2019,15,46,Carol,<Media omitted>
2019-08-22 15:56:00,22,Thursday,August,2019,15,56,Carol,We've won every fixture
2019-08-22 20:23:00,22,Thursday,August,2019,20,23,Bette Porter,I was always weak
2019-08-22 22:41:00,22,Thursday,August,2019,22,41,Bette Porter,"(to the guest) And you want me to check to see you?


Owen: My god no you don't seem to care"
2019-08-23 02:36:00,23,Friday,August,2019,2,36,Arizona,"So, at my meeting with Secretary of State Merrill"
2019-08-23 07:52:00,23,Friday,August,2019,7,52,Waverly,"This, this, this"
2019-08-23 10:16:00,23,Friday,August,2019,10,16,Carol,"You like getting mad at me for staring at my face when I'm on camera right now?! He got a pic of you looking at your face… I mean, in your head"
2019-08-23 11:07:00,23,Friday,August,2019,11,7,Therese,<Media omitted>
2019-08-23 11:19:00,23,Friday,August,2019,11,19,Bette Porter,"You’re welcome to [come], at least there’s some pretty country around where I live"
2019-08-24 02:49:00,24,Saturday,August,2019,2,49,Bette Porter,"」

[Oi!] The crowd began chanting"
2019-08-24 03:08:00,24,Saturday,August,2019,3,8,Carol,"♪

♪

Battles with the White Fang: White Fang vs"
2019-08-24 16:49:00,24,Saturday,August,2019,16,49,Therese,I'll come sit with you and take care of you for you tomorrow
2019-08-24 20:22:00,24,Saturday,August,2019,20,22,Waverly,<Media omitted>
2019-08-24 20:26:00,24,Saturday,August,2019,20,26,Arizona,I'm fine
2019-08-25 02:16:00,25,Sunday,August,2019,2,16,Therese,And don't even bother to ask questions—it's probably a good idea to let someone who is familiar with the situation know exactly what you're doing
2019-08-25 02:23:00,25,Sunday,August,2019,2,23,Waverly,So there's a lot of local life here
2019-08-25 03:32:00,25,Sunday,August,2019,3,32,Bette Porter,"She was very pleased that he looked happy and was about to leave when she looked at him, ""I was thinking you might want to… say something…"" She said, feeling very very sure that he would be happy to have her here"
2019-08-25 05:35:00,25,Sunday,August,2019,5,35,Arizona,"""

He did a slow crawl from the tables and left the table"
2019-08-25 09:03:00,25,Sunday,August,2019,9,3,Arizona,it's
2019-08-26 06:58:00,26,Monday,August,2019,6,58,Therese,I'm going to let you do that
2019-08-26 13:52:00,26,Monday,August,2019,13,52,Waverly,"I said, look, don't get lost, don't get lost, we'll go somewhere with you,"" he said"
2019-08-26 21:24:00,26,Monday,August,2019,21,24,Waverly,<Media omitted>
2019-08-27 07:10:00,27,Tuesday,August,2019,7,10,Arizona,"""

There is some evidence that it is the time of year when Israelite wives are to turn their heads, in winter or spring and seek heaven, the day they conceive but a short time after men have taken their places"
2019-08-27 09:37:00,27,Tuesday,August,2019,9,37,Carol,"""You look so cute right now"
2019-08-27 10:11:00,27,Tuesday,August,2019,10,11,Carol,"Anyway, the apartment’s a nice big one"
2019-08-27 23:26:00,27,Tuesday,August,2019,23,26,Arizona,I was soon back to sitting up
2019-08-28 15:59:00,28,Wednesday,August,2019,15,59,Waverly,<Media omitted>
2019-08-29 07:54:00,29,Thursday,August,2019,7,54,Bette Porter,<Media omitted>
2019-08-29 12:49:00,29,Thursday,August,2019,12,49,Waverly,"Let me take you to lunch, it’s the least I can do"
2019-08-29 16:36:00,29,Thursday,August,2019,16,36,Therese,I'm not sure if anyone's
2019-08-30 04:35:00,30,Friday,August,2019,4,35,Bette Porter,I think you’d like them
2019-08-30 06:08:00,30,Friday,August,2019,6,8,Bette Porter,<Media omitted>
2019-08-30 17:48:00,30,Friday,August,2019,17,48,Therese,"Let me take you to lunch, it’s the least I can do"
2019-08-30 18:11:00,30,Friday,August,2019,18,11,Arizona,"If you ever feel you are no longer welcome in this city — like me or any other citizen of North Carolina, or anyone else who is so isolated that you know people are probably going to be upset when you tell them you're a slave worker, you don't want out"
2019-08-30 18:14:00,30,Friday,August,2019,18,14,Waverly,"If you want to finish this now, I promise it's going to be better than before"
2019-08-31 08:39:00,31,Saturday,August,2019,8,39,Therese,I will get you started
2019-08-31 14:04:00,31,Saturday,August,2019,14,4,Waverly,"There, I said it"
2019-08-31 17:36:00,31,Saturday,August,2019,17,36,Waverly,I knew how many miles to pass the red-light district before my eyes
2019-09-01 00:53:00,1,Sunday,September,2019,0,53,Arizona,"If I get off a bus at a hotel or something, I go back to a session with people and I go back to the room and I check out all the stuff, and I go back into the room and I think about all this"
2019-09-01 02:51:00,1,Sunday,September,2019,2,51,Arizona,"But, at the"
2019-09-02 02:09:00,2,Monday,September,2019,2,9,Therese,(to Clara) Okay
2019-09-02 03:46:00,2,Monday,September,2019,3,46,Waverly,(Sighs) You have to talk about it
2019-09-02 06:32:00,2,Monday,September,2019,6,32,Bette Porter,We can get to know each other better’ if we need to
2019-09-02 08:01:00,2,Monday,September,2019,8,1,Therese,I love doing this
2019-09-02 08:43:00,2,Monday,September,2019,8,43,Carol,What's so special about you that you were so cute and nice? Even in this world that was very weird to you? Well I'm not so good at being cute either! I like cute girls and I will get to meet them when I'm young
2019-09-03 07:34:00,3,Tuesday,September,2019,7,34,Bette Porter,You're not a great guy so you have to learn how to
2019-09-03 10:12:00,3,Tuesday,September,2019,10,12,Therese,<Media omitted>
2019-09-03 11:36:00,3,Tuesday,September,2019,11,36,Therese,"You’re welcome to [come], at least there’s some pretty country around where I live"
2019-09-04 00:36:00,4,Wednesday,September,2019,0,36,Bette Porter,"I know people are so cold, I am, but I love you"
2019-09-04 08:40:00,4,Wednesday,September,2019,8,40,Waverly,<Media omitted>
2019-09-04 22:30:00,4,Wednesday,September,2019,22,30,Carol,I’m meeting some people at the Oak Room at 9 if you want to have dinner – if you change your mind
2019-09-04 23:46:00,4,Wednesday,September,2019,23,46,Carol,So I'll make it happen and show them it
2019-09-05 11:03:00,5,Thursday,September,2019,11,3,Waverly,"How do things work that way?

One thing that's important about football is that you get to focus on winning games and that's where it comes in"
2019-09-05 21:02:00,5,Thursday,September,2019,21,2,Carol,"After the defeat of Theophilus's forces on Installation 04 at the Battle of Installation 04 on the day of the Flood, Jakob became the commanding officer of the Flood"
2019-09-06 17:21:00,6,Friday,September,2019,17,21,Therese,Big enough for two
2019-09-06 18:59:00,6,Friday,September,2019,18,59,Waverly,It's your right to choose
2019-09-06 22:47:00,6,Friday,September,2019,22,47,Waverly,"I said, ""I do"
2019-09-07 07:52:00,7,Saturday,September,2019,7,52,Waverly,I'm not that kind of person
2019-09-07 20:25:00,7,Saturday,September,2019,20,25,Therese,3 We found some bug fixes with TSL 2
2019-09-08 05:44:00,8,Sunday,September,2019,5,44,Waverly,At least that would've been the case
2019-09-08 13:20:00,8,Sunday,September,2019,13,20,Therese,It was a couple of years back that I went on maternity leave
2019-09-08 17:43:00,8,Sunday,September,2019,17,43,Carol,I was hoping you might like to come live with me but I guess you won’t
2019-09-08 20:52:00,8,Sunday,September,2019,20,52,Carol,<Media omitted>
2019-09-09 04:17:00,9,Monday,September,2019,4,17,Therese,"I'll pass you that last letter, so thank you for signing it"
2019-09-09 05:01:00,9,Monday,September,2019,5,1,Waverly,The second thing is the school day
2019-09-09 08:33:00,9,Monday,September,2019,8,33,Carol,I’m meeting some people at the Oak Room at 9 if you want to have dinner – if you change your mind
2019-09-09 09:52:00,9,Monday,September,2019,9,52,Waverly,"3x Micro-Organic Tissue Solution for Better Tone and Infants

The micro-organic solution from BPA-free Tissue Solution on Unfiltered Water Sunscreen can change and improve your skin's response to UV rays"
2019-09-09 13:52:00,9,Monday,September,2019,13,52,Arizona,"One for your son or your daughter, one for yourself"
2019-09-10 05:51:00,10,Tuesday,September,2019,5,51,Arizona,But I want it
2019-09-10 06:13:00,10,Tuesday,September,2019,6,13,Waverly,I think you’d like them
2019-09-10 14:18:00,10,Tuesday,September,2019,14,18,Bette Porter,You know what that is
2019-09-10 20:14:00,10,Tuesday,September,2019,20,14,Therese,"""

""Just stop teasing me, you fool! You'll just take an hour or two, you're not going to let her see your cock this long!""

Fang couldn't be more excited at what he saw in the mirror, the one with the giant dick in its mouth"
2019-09-11 02:44:00,11,Wednesday,September,2019,2,44,Waverly,"That wasn't going to happen, because what should, really was up to him"
2019-09-11 05:34:00,11,Wednesday,September,2019,5,34,Therese,<Media omitted>
2019-09-11 07:35:00,11,Wednesday,September,2019,7,35,Carol,She knows what a good person she is
2019-09-11 08:35:00,11,Wednesday,September,2019,8,35,Therese,I think you’d like them
2019-09-11 09:33:00,11,Wednesday,September,2019,9,33,Waverly,<Media omitted>
2019-09-11 19:21:00,11,Wednesday,September,2019,19,21,Bette Porter,I knew this with certainty
2019-09-11 21:20:00,11,Wednesday,September,2019,21,20,Therese,I can always come back at any moment
2019-09-11 22:52:00,11,Wednesday,September,2019,22,52,Arizona,MRS
2019-09-12 19:05:00,12,Thursday,September,2019,19,5,Carol,I thought I could make a living doing it
2019-09-12 21:11:00,12,Thursday,September,2019,21,11,Waverly,She held her daughter close and gave me an affectionate squeeze while she talked of her dear but poor husband
2019-09-12 21:14:00,12,Thursday,September,2019,21,14,Carol,<Media omitted>
2019-09-12 23:24:00,12,Thursday,September,2019,23,24,Arizona,"Don't worry, I didn't have time to think"
2019-09-13 01:44:00,13,Friday,September,2019,1,44,Bette Porter,No
2019-09-13 08:41:00,13,Friday,September,2019,8,41,Carol,"I can't tell you how often you've talked to me, and how you've expressed concern and wonder, at which point I'm afraid I'm sorry"
2019-09-13 11:58:00,13,Friday,September,2019,11,58,Carol,I really do miss my friends
2019-09-13 16:39:00,13,Friday,September,2019,16,39,Carol,‹Somewhat worried about what they might think of you after you've done that‏ She slowly opened her lips in a slightly uncomfortable way‒ it was a kind smile that she was able to put off and be happy to see you again
2019-09-13 19:24:00,13,Friday,September,2019,19,24,Waverly,I know you want to go back home and give what you've had
2019-09-13 20:08:00,13,Friday,September,2019,20,8,Carol,<Media omitted>
2019-09-14 04:26:00,14,Saturday,September,2019,4,26,Waverly,<Media omitted>
2019-09-14 21:28:00,14,Saturday,September,2019,21,28,Carol,I thought you hadn't forgotten about me
2019-09-15 03:05:00,15,Sunday,September,2019,3,5,Therese,N
2019-09-15 15:16:00,15,Sunday,September,2019,15,16,Therese,Aunt Elsa had a look on her face when she learned Elsa was in the cafeteria after
2019-09-16 05:25:00,16,Monday,September,2019,5,25,Carol,"I had originally written my research about my favorite books, Indian History, and I used the time to present myself as the leading Indian writer of our time"
2019-09-16 21:52:00,16,Monday,September,2019,21,52,Arizona,Maybe you’d like to come visit me sometime
2019-09-17 21:38:00,17,Tuesday,September,2019,21,38,Bette Porter,<Media omitted>
2019-09-18 03:28:00,18,Wednesday,September,2019,3,28,Waverly,"Each one has different things to worry about, and there are even card-based options for which cards you should choose"
2019-09-18 04:20:00,18,Wednesday,September,2019,4,20,Arizona,See you in the gym or somewhere
2019-09-18 12:46:00,18,Wednesday,September,2019,12,46,Therese,"Let me take you to lunch, it’s the least I can do"
2019-09-18 19:21:00,18,Wednesday,September,2019,19,21,Arizona,"If you don't know which Pokemon went on the leaderboards, do go to the thread that says there are only a 1"
2019-09-19 01:13:00,19,Thursday,September,2019,1,13,Carol,It'll all go to hell before you get over some of that
2019-09-19 02:35:00,19,Thursday,September,2019,2,35,Bette Porter,"Come down for me, dear"
2019-09-19 03:14:00,19,Thursday,September,2019,3,14,Waverly,I was hoping you might like to come live with me but I guess you won’t
2019-09-19 13:55:00,19,Thursday,September,2019,13,55,Bette Porter,You want to meet your boyfriend? It's not always a good idea to meet him at this time of the year
2019-09-19 14:26:00,19,Thursday,September,2019,14,26,Bette Porter,"""


GARFIELD: ""You're like me, huh? You always say what you mean"
2019-09-19 16:35:00,19,Thursday,September,2019,16,35,Bette Porter,"The news that his return will be limited to just one night out, as it has been since the end of the previous year, was announced early on today by Mackie's Twitter account"
2019-09-19 20:14:00,19,Thursday,September,2019,20,14,Arizona,"(pause and sigh) Oh yes, this time please, I'll see you"
2019-09-20 00:09:00,20,Friday,September,2019,0,9,Waverly,<Media omitted>
2019-09-20 04:01:00,20,Friday,September,2019,4,1,Arizona,<Media omitted>
2019-09-20 05:20:00,20,Friday,September,2019,5,20,Carol,<Media omitted>
2019-09-20 19:23:00,20,Friday,September,2019,19,23,Waverly,Big enough for two
2019-09-20 20:28:00,20,Friday,September,2019,20,28,Waverly,Just for a day right now
2019-09-21 03:38:00,21,Saturday,September,2019,3,38,Therese,I am going to take you step by step to make sure you meet your child
2019-09-21 08:22:00,21,Saturday,September,2019,8,22,Bette Porter,The family and I will have to be here forever
2019-09-21 14:51:00,21,Saturday,September,2019,14,51,Arizona,<Media omitted>
2019-09-21 17:48:00,21,Saturday,September,2019,17,48,Therese,"And, if there's not a perfect answer to all of these questions, go ahead: it's not Sunday"
2019-09-21 18:37:00,21,Saturday,September,2019,18,37,Carol,I need you to learn how to live with your husband and I need you to live with their father
2019-09-21 23:54:00,21,Saturday,September,2019,23,54,Therese,<Media omitted>
2019-09-22 12:40:00,22,Sunday,September,2019,12,40,Therese,It'll make you happy
2019-09-22 13:25:00,22,Sunday,September,2019,13,25,Carol,<Media omitted>
2019-09-22 21:13:00,22,Sunday,September,2019,21,13,Carol,Then you know there's still a lot of time left to do things
2019-09-22 23:46:00,22,Sunday,September,2019,23,46,Therese,"I believe in you, too"
2019-09-23 01:54:00,23,Monday,September,2019,1,54,Therese,"""

「I'll wait here until it's time"
2019-09-23 06:14:00,23,Monday,September,2019,6,14,Arizona,Y
2019-09-23 06:40:00,23,Monday,September,2019,6,40,Therese,"Would you like to come visit me this Sunday?

I'm coming with you to this great place"
2019-09-23 10:44:00,23,Monday,September,2019,10,44,Bette Porter,I’m going away for awhile
2019-09-24 01:25:00,24,Tuesday,September,2019,1,25,Arizona,They say with everybody
2019-09-24 05:31:00,24,Tuesday,September,2019,5,31,Arizona,I think about it sometimes
2019-09-24 06:05:00,24,Tuesday,September,2019,6,5,Arizona,Soon
2019-09-24 16:37:00,24,Tuesday,September,2019,16,37,Arizona,You don't have to miss me
2019-09-24 18:37:00,24,Tuesday,September,2019,18,37,Therese,I want you here
2019-09-24 19:17:00,24,Tuesday,September,2019,19,17,Waverly,"I reached under the bed, and my heart was pounding, my legs dragging me up and down, my fingers dragging"
2019-09-25 03:18:00,25,Wednesday,September,2019,3,18,Arizona,<Media omitted>
2019-09-25 12:24:00,25,Wednesday,September,2019,12,24,Therese,"I was so small that my bare feet were bound, and my breath was being forced out for my breasts"
2019-09-25 17:37:00,25,Wednesday,September,2019,17,37,Waverly,"So she's here, let me take her hand…and then I'll take it home and be alone alone for a while"
2019-09-26 09:17:00,26,Thursday,September,2019,9,17,Bette Porter,<Media omitted>
2019-09-26 10:19:00,26,Thursday,September,2019,10,19,Bette Porter,<Media omitted>
2019-09-26 16:35:00,26,Thursday,September,2019,16,35,Bette Porter,"""

What else is on the menu?

""Two different styles of food…we're all about simple, fresh, and tasty meals in a variety of flavors"
2019-09-26 16:40:00,26,Thursday,September,2019,16,40,Arizona,""" 「支次人〜,古觉所分所次小。」 ―Daisuke Dijiju [translator]

「Ahhh, we're going to get there soon」

「Oh no! Let's go over to [the castle] soya-chan and let's go"
2019-09-26 18:11:00,26,Thursday,September,2019,18,11,Bette Porter,And you were just different from me
2019-09-26 20:39:00,26,Thursday,September,2019,20,39,Arizona,"Now come, I'm in the way"
2019-09-26 21:27:00,26,Thursday,September,2019,21,27,Arizona,There would even a time when the family would have an opportunity to meet
2019-09-26 23:17:00,26,Thursday,September,2019,23,17,Bette Porter,"I remember reading the first issue of that book and that's when I really figured out how to get one across because if there's room for me in the community, I would be too"
2019-09-27 18:36:00,27,Friday,September,2019,18,36,Therese,<Media omitted>
2019-09-27 21:20:00,27,Friday,September,2019,21,20,Carol,<Media omitted>
2019-09-27 21:29:00,27,Friday,September,2019,21,29,Arizona,What do you do on Sundays? [22:35] <ponymyxxx> @Cyrillic the first Sunday of the month you might be called at [22:30] <ponymyxxx> so why aren't you on the internet? [22:33] <hippypop> so there should be some stuff where I post up if someone's saying to come fuck this kid before 10 or maybe more [22:33] <Ponymyxxx> I'll go in there if I'm called then? [22:36] <ponymyxxx> lol is that what you think? [22:37] <@BabesAreForMe> lol [22:37] <@BabesAreForMe> its easy! you'll read it [22:37] <@BabesAreForMe> because now you'll want to start reading this [22:37] <@BabesAreForMe> it will do [22:37] <@BabesAreForMe> but you do things here? [22:37] <@BabesAreForMe> like that to watch a movie about my time at school you know? [22:37] <@BabesAreForMe> I'm just saying you can say whatever you want [22:37] <@BabesAreForMe> but what would be interesting is when I tell you how well your favorite stuff is [
2019-09-28 03:25:00,28,Saturday,September,2019,3,25,Therese,You were always kind
2019-09-28 10:18:00,28,Saturday,September,2019,10,18,Bette Porter,<Media omitted>
2019-09-28 20:43:00,28,Saturday,September,2019,20,43,Therese,"If you say something like that, you're saying, 'I think you're a man, I'm a good guy"
2019-09-28 21:38:00,28,Saturday,September,2019,21,38,Bette Porter,"""Oh, you're glad you asked"
2019-09-29 20:41:00,29,Sunday,September,2019,20,41,Carol,"""

While there will be another ring at the end of the month, this time there will be a single event going down next Thursday at the New London, UK hotel"
2019-09-29 23:10:00,29,Sunday,September,2019,23,10,Waverly,<Media omitted>
2019-09-29 23:21:00,29,Sunday,September,2019,23,21,Therese,"That it's just something that's coming for me too, and I think I will be fine"
2019-09-30 05:18:00,30,Monday,September,2019,5,18,Therese,I had only met her once before
2019-09-30 13:05:00,30,Monday,September,2019,13,5,Waverly,You're on the floor
2019-10-01 09:27:00,1,Tuesday,October,2019,9,27,Carol,<Media omitted>
2019-10-01 11:29:00,1,Tuesday,October,2019,11,29,Bette Porter,"Well done, Anna"
2019-10-01 13:30:00,1,Tuesday,October,2019,13,30,Carol,Soon
2019-10-01 17:29:00,1,Tuesday,October,2019,17,29,Carol,"""I don't know when or how"
2019-10-01 17:42:00,1,Tuesday,October,2019,17,42,Therese,What’d are you saying? Why don't you go down to a room’ and see what you can get yourselves for a living
2019-10-01 19:51:00,1,Tuesday,October,2019,19,51,Therese,"Good enough for you, then"
2019-10-02 01:15:00,2,Wednesday,October,2019,1,15,Bette Porter,Thank you
2019-10-02 02:36:00,2,Wednesday,October,2019,2,36,Therese,But
2019-10-02 05:19:00,2,Wednesday,October,2019,5,19,Therese,– Thank you
2019-10-02 06:00:00,2,Wednesday,October,2019,6,0,Therese,"You know the first thing and I want to say this very simply is that I am deeply disgusted by this administration, by the entire Republican Party, especially Mitt"
2019-10-02 08:38:00,2,Wednesday,October,2019,8,38,Arizona,There is one other big problem that people have with the game of Dota 2
2019-10-02 08:54:00,2,Wednesday,October,2019,8,54,Bette Porter,"It will make me happy, as soon as I get home"
2019-10-02 15:20:00,2,Wednesday,October,2019,15,20,Waverly,<Media omitted>
2019-10-03 00:31:00,3,Thursday,October,2019,0,31,Bette Porter,<Media omitted>
2019-10-03 01:26:00,3,Thursday,October,2019,1,26,Carol,"And if you don't, it happens"
2019-10-03 01:49:00,3,Thursday,October,2019,1,49,Therese,<Media omitted>
2019-10-03 03:23:00,3,Thursday,October,2019,3,23,Carol,"My brother always has a lot of toys and you can see that he doesn't move as easily or when he moves as well, but… Well… I see"
2019-10-03 08:39:00,3,Thursday,October,2019,8,39,Bette Porter,All around her she could gather nothing but silence
2019-10-03 11:27:00,3,Thursday,October,2019,11,27,Therese,"But as I recall, there are many Republicans who are going to say: ""There's only one way we can be prepared to deal with this because of Donald Trump"
2019-10-03 12:07:00,3,Thursday,October,2019,12,7,Arizona,So please come here’ if you can’ please’ I don't want to feel like a burden for you here
2019-10-03 19:59:00,3,Thursday,October,2019,19,59,Bette Porter,We may have only done it once
2019-10-03 21:07:00,3,Thursday,October,2019,21,7,Bette Porter,It's not all bad in the world
2019-10-04 06:37:00,4,Friday,October,2019,6,37,Bette Porter,""" Then, as everyone jumped into a fight with the boss, one player was sent in through a window"
2019-10-04 07:50:00,4,Friday,October,2019,7,50,Waverly,<Media omitted>
2019-10-04 11:32:00,4,Friday,October,2019,11,32,Waverly,The people here don't treat you as what they ought to treat you to be
2019-10-04 15:04:00,4,Friday,October,2019,15,4,Carol,Go back home
2019-10-04 15:58:00,4,Friday,October,2019,15,58,Waverly,Let me keep it safe
2019-10-04 20:34:00,4,Friday,October,2019,20,34,Carol,It is for this
2019-10-05 01:37:00,5,Saturday,October,2019,1,37,Bette Porter,<Media omitted>
2019-10-05 07:03:00,5,Saturday,October,2019,7,3,Waverly,"And hey, if you don't want a haircut, I will give you a haircut"
2019-10-05 15:35:00,5,Saturday,October,2019,15,35,Arizona,I’m going away for awhile
2019-10-05 16:05:00,5,Saturday,October,2019,16,5,Arizona,<Media omitted>
2019-10-05 23:24:00,5,Saturday,October,2019,23,24,Waverly,"""

""You were in one of my rooms when I got in there,"" she continued, and went on, ""but I never really got to know you"
2019-10-06 09:52:00,6,Sunday,October,2019,9,52,Carol,I am going to protect you through all that
2019-10-06 21:12:00,6,Sunday,October,2019,21,12,Waverly,"The couch lies flat on its side, the sheets resting back on their floor"
2019-10-07 10:41:00,7,Monday,October,2019,10,41,Bette Porter,But that's something people can't do
2019-10-07 10:51:00,7,Monday,October,2019,10,51,Bette Porter,"Is there a studio there?

Yeah, we have a couple"
2019-10-07 22:41:00,7,Monday,October,2019,22,41,Bette Porter,"""You know what?"" she said, and left him"
2019-10-08 02:00:00,8,Tuesday,October,2019,2,0,Therese,even when I don't smile
2019-10-08 07:27:00,8,Tuesday,October,2019,7,27,Therese,Then I see on Mount Sinai many things
2019-10-08 11:44:00,8,Tuesday,October,2019,11,44,Bette Porter,<Media omitted>
2019-10-08 14:48:00,8,Tuesday,October,2019,14,48,Therese,""" But I'm feeling good about how good I am out there and making plays"
2019-10-09 00:46:00,9,Wednesday,October,2019,0,46,Carol,This thing's sorta a strange feeling
2019-10-09 01:49:00,9,Wednesday,October,2019,1,49,Bette Porter,"’Then again, I live in Los Angeles right off of the California Highway in Los Angeles, so I was hoping on the street to meet you there, so I knew it would be better to be there by myself than on my own if everything worked out fine"
2019-10-09 03:34:00,9,Wednesday,October,2019,3,34,Therese,"The next two episodes of [WTF], Episode 10, were aired on the same day as the last one"
2019-10-09 07:44:00,9,Wednesday,October,2019,7,44,Therese,<Media omitted>
2019-10-09 13:45:00,9,Wednesday,October,2019,13,45,Therese,But I just want to end by saying thank you
2019-10-09 17:08:00,9,Wednesday,October,2019,17,8,Therese,You should have been playing it the previous night by yourself
2019-10-09 20:32:00,9,Wednesday,October,2019,20,32,Bette Porter,Would you? Oh
2019-10-10 08:55:00,10,Thursday,October,2019,8,55,Arizona,you're just too damn fucking bad to do anything about it
2019-10-10 10:17:00,10,Thursday,October,2019,10,17,Waverly,"You've never asked me anything, not even if they ever asked you for something"
2019-10-10 16:13:00,10,Thursday,October,2019,16,13,Carol,"* * * *

There's so much to know about the first episode when we met on an ocean boat just across the sea"
2019-10-10 23:19:00,10,Thursday,October,2019,23,19,Waverly,<Media omitted>
2019-10-11 06:56:00,11,Friday,October,2019,6,56,Waverly,<Media omitted>
2019-10-11 07:54:00,11,Friday,October,2019,7,54,Arizona,Because I know what matters to you that I didn't tell you about
2019-10-11 13:09:00,11,Friday,October,2019,13,9,Therese,"Sometimes I'm in a room where there are two or three or four other people all here and we hang out, and we play music"
2019-10-11 13:38:00,11,Friday,October,2019,13,38,Carol,No amount’ will change nothing
2019-10-11 18:20:00,11,Friday,October,2019,18,20,Arizona,"Let me take you to lunch, it’s the least I can do"
2019-10-12 04:02:00,12,Saturday,October,2019,4,2,Waverly,He's amazing and a big guy
2019-10-12 04:27:00,12,Saturday,October,2019,4,27,Arizona,It was only a two day trip from San Antonio to Texas
2019-10-12 05:24:00,12,Saturday,October,2019,5,24,Arizona,"My heart was beat, so I…wait…it was…the Black Dragon too"
2019-10-12 06:00:00,12,Saturday,October,2019,6,0,Therese,<Media omitted>
